,policy,A.1 Total Costs,A.2 Total Costs,A.3 Total Costs,A.4 Total Costs,A.5 Total Costs,RfR Total Costs,Expected Evacuation Costs,,,,,,,,,,,,,,,,,,,,,
216,277,68139002.96,115749296.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
217,277,68139002.96,98501540.34,126101524.7,22258486.73,39016860.31,0,0,,,,,,,,,,,,,,,,,,,,,
218,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
219,277,68139002.96,130710726.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
220,277,68139002.96,112561430.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
221,277,68139002.96,122076603.4,126101524.7,22258486.73,520508036.3,0,0,,,,,,,,,,,,,,,,,,,,,
222,277,68139002.96,119131025.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
223,277,68139002.96,90143923.55,126101524.7,22258486.73,43833463.73,0,0,,,,,,,,,,,,,,,,,,,,,
224,277,68139002.96,112656588.1,126101524.7,22258486.73,79271643.14,0,0,,,,,,,,,,,,,,,,,,,,,
225,277,68139002.96,90143923.55,126101524.7,22258486.73,209368650.2,0,0,,,,,,,,,,,,,,,,,,,,,
226,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
227,277,68139002.96,90143923.55,126101524.7,22258486.73,35671610.52,0,0,,,,,,,,,,,,,,,,,,,,,
228,277,68139002.96,112321591,126101524.7,22258486.73,66468584.34,0,0,,,,,,,,,,,,,,,,,,,,,
229,277,68139002.96,96578528.97,126101524.7,22258486.73,93859350.7,0,0,,,,,,,,,,,,,,,,,,,,,
230,277,68139002.96,96547698.85,126101524.7,22258486.73,85009828.43,0,0,,,,,,,,,,,,,,,,,,,,,
231,277,68139002.96,91561895.89,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
232,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
233,277,68139002.96,314365979.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
234,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
235,277,68139002.96,90143923.55,126101524.7,22258486.73,885706798.9,0,0,,,,,,,,,,,,,,,,,,,,,
236,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
237,277,68139002.96,100357760.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
238,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
239,277,170074034.7,146258540.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
240,277,68139002.96,102748139.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
241,277,68139002.96,227987852.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
242,277,68139002.96,97932167.76,126101524.7,22315019.66,34656811.46,0,0,,,,,,,,,,,,,,,,,,,,,
243,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
244,277,68139002.96,125593470.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
245,277,68139002.96,101789339.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
246,277,68139002.96,119111896.4,126101524.7,22258486.73,146038627.4,0,0,,,,,,,,,,,,,,,,,,,,,
247,277,68139002.96,99919520.43,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
248,277,68139002.96,90143923.55,126101524.7,22258486.73,116258131.7,0,0,,,,,,,,,,,,,,,,,,,,,
249,277,68139002.96,296871908.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
250,277,68139002.96,90143923.55,126101524.7,22258486.73,124531923.3,0,0,,,,,,,,,,,,,,,,,,,,,
251,277,68139002.96,90143923.55,126101524.7,22258486.73,110673257.7,0,0,,,,,,,,,,,,,,,,,,,,,
252,277,68139002.96,965285785,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
253,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
254,277,68139002.96,90861239.65,126101524.7,22258486.73,38518593.88,0,0,,,,,,,,,,,,,,,,,,,,,
255,277,68139002.96,102122267.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
256,277,68139002.96,90143923.55,126101524.7,22258486.73,95911291.83,0,0,,,,,,,,,,,,,,,,,,,,,
257,277,68139002.96,96586705.47,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
258,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
259,277,68139002.96,90858617.74,126101524.7,22258486.73,115947988.8,0,0,,,,,,,,,,,,,,,,,,,,,
260,277,68139002.96,130951531.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
261,277,68139002.96,102692802.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
262,277,68139002.96,90375195.15,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
263,277,68139002.96,105176543.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
264,277,68139002.96,121436456.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
265,277,68139002.96,99943092.29,126101524.7,22258486.73,162380591.2,0,0,,,,,,,,,,,,,,,,,,,,,
266,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
267,277,68139002.96,91574161.15,126101524.7,22258486.73,44451535.32,0,0,,,,,,,,,,,,,,,,,,,,,
268,277,68139002.96,133526775.1,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
269,277,68139002.96,895475387.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
270,277,68139002.96,126231466.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
271,277,68139002.96,91240195.43,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
272,277,68139002.96,99084026.34,126101524.7,24335980.57,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
273,277,68139002.96,91022467.19,126101524.7,22258486.73,118446684.1,0,0,,,,,,,,,,,,,,,,,,,,,
274,277,68139002.96,122810588.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
275,277,146368911.8,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
276,277,68139002.96,90143923.55,126101524.7,22258486.73,132823918.1,0,0,,,,,,,,,,,,,,,,,,,,,
277,277,68139002.96,90143923.55,126101524.7,22258486.73,111161192.9,0,0,,,,,,,,,,,,,,,,,,,,,
278,277,68139002.96,91249611.55,126101524.7,22258486.73,104395561.4,0,0,,,,,,,,,,,,,,,,,,,,,
279,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
280,277,68139002.96,852373979.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
281,277,68139002.96,91023320.25,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
282,277,68139002.96,90143923.55,126101524.7,22258486.73,96238545.43,0,0,,,,,,,,,,,,,,,,,,,,,
283,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
284,277,68139002.96,90143923.55,126101524.7,22258486.73,121212855.3,0,0,,,,,,,,,,,,,,,,,,,,,
285,277,68139002.96,104694746.9,126101524.7,22258486.73,34449254.91,0,0,,,,,,,,,,,,,,,,,,,,,
286,277,68139002.96,100290071.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
287,277,2775087690,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
288,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
289,277,68139002.96,307194135.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
290,277,329766551.6,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
291,277,68139002.96,131793824,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
292,277,68139002.96,90143923.55,126101524.7,22258486.73,93814787.63,0,0,,,,,,,,,,,,,,,,,,,,,
293,277,68139002.96,90143923.55,126101524.7,22258486.73,99905110.3,0,0,,,,,,,,,,,,,,,,,,,,,
294,277,68139002.96,90143923.55,126101524.7,22258486.73,137803200.9,0,0,,,,,,,,,,,,,,,,,,,,,
295,277,68139002.96,90143923.55,126101524.7,22258486.73,87447197.88,0,0,,,,,,,,,,,,,,,,,,,,,
296,277,68139002.96,90444291.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
297,277,68139002.96,90143923.55,126101524.7,22258486.73,111895422.1,0,0,,,,,,,,,,,,,,,,,,,,,
298,277,68139002.96,112890950.4,126101524.7,22258486.73,34433597.76,0,0,,,,,,,,,,,,,,,,,,,,,
299,277,68139002.96,90143923.55,126101524.7,22258486.73,160226571,0,0,,,,,,,,,,,,,,,,,,,,,
300,277,68139002.96,90143923.55,126101524.7,22258486.73,141643864.9,0,0,,,,,,,,,,,,,,,,,,,,,
301,277,68139002.96,191659213.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
302,277,68139002.96,105056103.4,126101524.7,25895869.13,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
303,277,68139002.96,90143923.55,126101524.7,22258486.73,429988902.7,0,0,,,,,,,,,,,,,,,,,,,,,
304,277,68139002.96,90297021.74,126101524.7,22258486.73,42938508.82,0,0,,,,,,,,,,,,,,,,,,,,,
305,277,68139002.96,116960592.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
306,277,68139002.96,98515177.27,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
307,277,68139002.96,128699351,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
308,277,68139002.96,90143923.55,126101524.7,22258486.73,35349980.93,0,0,,,,,,,,,,,,,,,,,,,,,
309,277,68139002.96,90143923.55,126101524.7,22258486.73,99615259.06,0,0,,,,,,,,,,,,,,,,,,,,,
310,277,68139002.96,90143923.55,126101524.7,22258486.73,184719097,0,0,,,,,,,,,,,,,,,,,,,,,
311,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
312,277,68139002.96,114124469.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
313,277,68139002.96,90143923.55,126101524.7,22258486.73,117433905.3,0,0,,,,,,,,,,,,,,,,,,,,,
314,277,68139002.96,125353476.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
315,277,68139002.96,90143923.55,126101524.7,22258486.73,103970287.1,0,0,,,,,,,,,,,,,,,,,,,,,
316,277,68139002.96,90330703.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
317,277,68139002.96,90378399.19,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
318,277,68139002.96,135252506.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
319,277,68139002.96,96948251.96,126101524.7,22258486.73,76146639.47,0,0,,,,,,,,,,,,,,,,,,,,,
320,277,68139002.96,117091153.1,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
321,277,68139002.96,165581059.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
322,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
323,277,68139002.96,112556602.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
324,277,68139002.96,90376340.12,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
325,277,68139002.96,117084706.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
326,277,68139002.96,91566102.62,126101524.7,22258486.73,107458381.5,0,0,,,,,,,,,,,,,,,,,,,,,
327,277,68139002.96,120301239,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
328,277,68139002.96,141060336.8,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
329,277,68139002.96,121971270.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
330,277,68139002.96,99953554.87,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
331,277,68139002.96,90143923.55,126101524.7,22258486.73,118655056.5,0,0,,,,,,,,,,,,,,,,,,,,,
332,277,68139002.96,104749552.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
333,277,68139002.96,206152433.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
334,277,68139002.96,90143923.55,126101524.7,22258486.73,112085798.2,0,0,,,,,,,,,,,,,,,,,,,,,
335,277,68139002.96,90143923.55,126101524.7,22258486.73,41782670.56,0,0,,,,,,,,,,,,,,,,,,,,,
336,277,68139002.96,110775554.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
337,277,68139002.96,125384246.8,126101524.7,22258486.73,98235238.17,0,0,,,,,,,,,,,,,,,,,,,,,
338,277,68139002.96,103381367.1,126101524.7,31675271.51,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
339,277,68139002.96,113977296.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
340,277,68139002.96,90143923.55,126101524.7,22258486.73,86612257.26,0,0,,,,,,,,,,,,,,,,,,,,,
341,277,68139002.96,123663909.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
342,277,68139002.96,90143923.55,126101524.7,22258486.73,120444376.8,0,0,,,,,,,,,,,,,,,,,,,,,
343,277,68139002.96,117737934.1,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
344,277,68139002.96,90143923.55,126101524.7,22258486.73,591947197.4,0,0,,,,,,,,,,,,,,,,,,,,,
345,277,68139002.96,140295311.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
346,277,68139002.96,99564991.52,126101524.7,22258486.73,69018434.61,0,0,,,,,,,,,,,,,,,,,,,,,
347,277,68139002.96,90143923.55,126101524.7,22258486.73,132698793.5,0,0,,,,,,,,,,,,,,,,,,,,,
348,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
349,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
350,277,68139002.96,128889755.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
351,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
352,277,68139002.96,90143923.55,126101524.7,22258486.73,226724730.1,0,0,,,,,,,,,,,,,,,,,,,,,
353,277,68139002.96,113699181.7,126101524.7,22466573.41,37203010.45,0,0,,,,,,,,,,,,,,,,,,,,,
354,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
355,277,68139002.96,115448257.5,126101524.7,22258486.73,76594597.46,0,0,,,,,,,,,,,,,,,,,,,,,
356,277,68139002.96,91022504.39,126101524.7,22258486.73,181676810.7,0,0,,,,,,,,,,,,,,,,,,,,,
357,277,68139002.96,122019615.2,126101524.7,22258486.73,97147303.77,0,0,,,,,,,,,,,,,,,,,,,,,
358,277,68139002.96,90143923.55,126101524.7,22258486.73,100452672.5,0,0,,,,,,,,,,,,,,,,,,,,,
359,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
360,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
361,277,68139002.96,90143923.55,126101524.7,22258486.73,168722962.6,0,0,,,,,,,,,,,,,,,,,,,,,
362,277,68139002.96,90143923.55,126101524.7,22258486.73,103006130.7,0,0,,,,,,,,,,,,,,,,,,,,,
363,277,68139002.96,90143923.55,126101524.7,22258486.73,98843064.68,0,0,,,,,,,,,,,,,,,,,,,,,
364,277,68139002.96,101790604.9,126101524.7,22258486.73,77430615.9,0,0,,,,,,,,,,,,,,,,,,,,,
365,277,68139002.96,117291292.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
366,277,167916251.9,90143923.55,126101524.7,22258486.73,189715074.2,0,0,,,,,,,,,,,,,,,,,,,,,
367,277,68139002.96,90143923.55,126101524.7,22258486.73,147007877.7,0,0,,,,,,,,,,,,,,,,,,,,,
368,277,68139002.96,91015522.34,126101524.7,22258486.73,105155750.7,0,0,,,,,,,,,,,,,,,,,,,,,
369,277,70575549.07,117312836.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
370,277,68139002.96,138368347.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
371,277,68139002.96,90143923.55,126101524.7,22258486.73,41543653.81,0,0,,,,,,,,,,,,,,,,,,,,,
372,277,68139002.96,90447765.49,128809896.3,32118001.15,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
373,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
374,277,68139002.96,90143923.55,126101524.7,22258486.73,81671172.42,0,0,,,,,,,,,,,,,,,,,,,,,
375,277,68139002.96,90143923.55,127453755.2,22258486.73,39282190.54,0,0,,,,,,,,,,,,,,,,,,,,,
376,277,68139002.96,102900836.2,126101524.7,22258486.73,118830053.1,0,0,,,,,,,,,,,,,,,,,,,,,
377,277,68139002.96,90443200.56,126101524.7,22258486.73,35274349.62,0,0,,,,,,,,,,,,,,,,,,,,,
378,277,68139002.96,91008682.18,126101524.7,22258486.73,89928732.83,0,0,,,,,,,,,,,,,,,,,,,,,
379,277,68139002.96,96570514.12,126101524.7,90184614.93,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
380,277,68139002.96,100210263.6,126101524.7,22258486.73,88355192.55,0,0,,,,,,,,,,,,,,,,,,,,,
381,277,68139002.96,98403850.28,126101524.7,22258486.73,82839827.25,0,0,,,,,,,,,,,,,,,,,,,,,
382,277,68139002.96,131226575.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
383,277,68139002.96,102828306.7,126101524.7,22258486.73,123455417.2,0,0,,,,,,,,,,,,,,,,,,,,,
384,277,68139002.96,374573721.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
385,277,68139002.96,119107901.1,126101524.7,22258486.73,144056756.6,0,0,,,,,,,,,,,,,,,,,,,,,
386,277,68139002.96,90143923.55,138235131.9,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
387,277,702213517,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
388,277,68139002.96,91575698.13,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
389,277,68139002.96,185923260.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
390,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
391,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
392,277,68139002.96,160409042.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
393,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
394,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
395,277,68139002.96,90143923.55,126101524.7,30569710.08,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
396,277,68139002.96,112093178.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
397,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
398,277,68139002.96,90143923.55,126101524.7,25219072.63,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
399,277,68139002.96,115732601.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
400,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
401,277,68139002.96,90296367.62,126101524.7,22258486.73,95857858.98,0,0,,,,,,,,,,,,,,,,,,,,,
402,277,68139002.96,91249591.02,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
403,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
404,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
405,277,68139002.96,90143923.55,126101524.7,22258486.73,35288716.87,0,0,,,,,,,,,,,,,,,,,,,,,
406,277,68139002.96,119116549,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
407,277,68139002.96,90143923.55,126101524.7,22258486.73,106965846.4,0,0,,,,,,,,,,,,,,,,,,,,,
408,277,68139002.96,91246138.61,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
409,277,68139002.96,91573175.35,126101524.7,22258486.73,117680848.8,0,0,,,,,,,,,,,,,,,,,,,,,
410,277,68139002.96,98002995.37,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
411,277,68139002.96,177674446.5,126101524.7,22258486.73,72972377.82,0,0,,,,,,,,,,,,,,,,,,,,,
412,277,68139002.96,90143923.55,126101524.7,22258486.73,321863688.1,0,0,,,,,,,,,,,,,,,,,,,,,
413,277,68139002.96,90143923.55,126101524.7,22258486.73,118667919.8,0,0,,,,,,,,,,,,,,,,,,,,,
414,277,68139002.96,120656616.3,126101524.7,22258486.73,162400468.7,0,0,,,,,,,,,,,,,,,,,,,,,
415,277,68139002.96,90143923.55,126101524.7,25300534.69,396964151.1,0,0,,,,,,,,,,,,,,,,,,,,,
416,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
417,277,68139002.96,99774903.05,141012392.4,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
418,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
419,277,68139002.96,90143923.55,126101524.7,22258486.73,123349855.4,0,0,,,,,,,,,,,,,,,,,,,,,
420,277,68139002.96,90446569.72,126101524.7,22258486.73,123489677,0,0,,,,,,,,,,,,,,,,,,,,,
421,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
422,277,68139002.96,91249355.43,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
423,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
424,277,68139002.96,90851410.25,126101524.7,22258486.73,86222922.51,0,0,,,,,,,,,,,,,,,,,,,,,
425,277,68139002.96,133955660.8,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
426,277,68139002.96,90143923.55,126101524.7,22258486.73,215614051.3,0,0,,,,,,,,,,,,,,,,,,,,,
427,277,68139002.96,90143923.55,126101524.7,22258486.73,40671145.36,0,0,,,,,,,,,,,,,,,,,,,,,
428,277,68139002.96,91248505.57,126101524.7,22258486.73,39212539.97,0,0,,,,,,,,,,,,,,,,,,,,,
429,277,68139002.96,90861272.63,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
430,277,68139002.96,114162940,126101524.7,22258486.73,88473852.24,0,0,,,,,,,,,,,,,,,,,,,,,
431,277,68139002.96,90143923.55,138334004,22258486.73,34402432.46,0,0,,,,,,,,,,,,,,,,,,,,,
432,277,68139002.96,104547652.5,126101524.7,22258486.73,101922346.1,0,0,,,,,,,,,,,,,,,,,,,,,
433,277,68139002.96,120468583.5,126101524.7,22572599.13,328185326.5,0,0,,,,,,,,,,,,,,,,,,,,,
434,277,68139002.96,174100904.8,126101524.7,22258486.73,203082893,0,0,,,,,,,,,,,,,,,,,,,,,
435,277,68139002.96,90143923.55,126101524.7,22258486.73,166496845.3,0,0,,,,,,,,,,,,,,,,,,,,,
436,277,68139002.96,98375769.41,126101524.7,22258486.73,102698373,0,0,,,,,,,,,,,,,,,,,,,,,
437,277,68139002.96,91568079.48,126101524.7,22258486.73,41604452.62,0,0,,,,,,,,,,,,,,,,,,,,,
438,277,68139002.96,140862504.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
439,277,68139002.96,90143923.55,126101524.7,22258486.73,35242175.03,0,0,,,,,,,,,,,,,,,,,,,,,
440,277,68139002.96,96847203.36,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
441,277,68139002.96,104994377.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
442,277,68139002.96,90143923.55,126101524.7,44984758.5,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
443,277,68139002.96,135722141.1,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
444,277,68139002.96,117226954.8,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
445,277,68139002.96,119348663.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
446,277,68139002.96,125434303.2,126101524.7,22258486.73,38291700.44,0,0,,,,,,,,,,,,,,,,,,,,,
447,277,68139002.96,90143923.55,126101524.7,22258486.73,90279956.19,0,0,,,,,,,,,,,,,,,,,,,,,
448,277,68139002.96,90143923.55,126101524.7,22258486.73,755345859.1,0,0,,,,,,,,,,,,,,,,,,,,,
449,277,68139002.96,122720293.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
450,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
451,277,68139002.96,98114237.77,126101524.7,22258486.73,66703960.81,0,0,,,,,,,,,,,,,,,,,,,,,
